burnout_score,emo1,cogn1,ERI1,wp1,auton1
47.76296239254135,100,50,100,0,66.66666666666666
16.018738061728126,25,0,66.66666666666666,0,100
69.71312054991344,25,100,66.66666666666666,100,33.33333333333333
24.910254073882186,43.740610916374564,43.759389083625436,100,100,66.66666666666666
65.70506468441587,100,25,33.33333333333333,25,100
40.00680400038838,0,50,66.66666666666666,50,66.66666666666666
0,0,0,66.66666666666666,0,66.66666666666666
13.603110854263138,0,0,33.33333333333333,0,33.33333333333333
10.01214302599956,0,0,100,25,33.33333333333333
23.46264621524109,43.740610916374564,43.759389083625436,100,43.75781836377283,100
67.85706856773447,100,43.759389083625436,66.66666666666666,43.75781836377283,66.66666666666666
17.95759790553963,50,43.759389083625436,66.66666666666666,0,66.66666666666666
87.59889380016673,100,100,33.33333333333333,43.75781836377283,33.33333333333333
77.46356882322709,50,100,66.66666666666666,100,66.66666666666666
27.61112751377921,50,50,100,25,66.66666666666666
52.50578210409952,43.740610916374564,100,66.66666666666666,50,100
0.7960894768131554,0,0,100,25,66.66666666666666
34.70019499929168,25,25,33.33333333333333,25,66.66666666666666
0.020645231950561893,0,0,66.66666666666666,25,33.33333333333333
33.00217380739974,100,0,66.66666666666666,25,66.66666666666666
31.377249078415694,43.740610916374564,25,66.66666666666666,100,33.33333333333333
1.529862238923414,0,0,33.33333333333333,0,66.66666666666666
25.778524766441738,25,50,66.66666666666666,25,66.66666666666666
19.25724171091311,50,0,33.33333333333333,50,66.66666666666666
70.09645296264094,100,43.759389083625436,66.66666666666666,50,66.66666666666666
32.72828122278018,43.740610916374564,100,100,25,66.66666666666666
17.7296122379602,0,25,33.33333333333333,25,100
35.34030350929994,50,25,66.66666666666666,100,66.66666666666666
37.88134559738497,25,43.759389083625436,33.33333333333333,50,100
34.615850896055946,25,0,33.33333333333333,25,66.66666666666666
54.910165484770694,50,25,33.33333333333333,100,33.33333333333333
37.47508321107375,0,50,66.66666666666666,50,66.66666666666666
39.737048618160635,0,25,66.66666666666666,100,33.33333333333333
23.30564375083921,25,25,66.66666666666666,0,100
33.03830987253455,25,100,66.66666666666666,43.75781836377283,66.66666666666666
52.04279380162656,25,100,100,50,66.66666666666666
64.00485108360171,0,100,66.66666666666666,100,100
36.83505998905616,43.740610916374564,100,100,25,66.66666666666666
19.27901767345962,0,100,66.66666666666666,0,66.66666666666666
41.041772742677786,100,43.759389083625436,100,25,100
34.21887759858607,50,25,33.33333333333333,100,66.66666666666666
65.34958962862072,100,100,33.33333333333333,50,100
54.709045211606806,50,50,100,100,100
33.61964094828028,50,50,66.66666666666666,0,66.66666666666666
55.91222808765846,50,50,100,100,33.33333333333333
14.964503785396124,0,25,100,43.75781836377283,66.66666666666666
61.460503071012646,43.740610916374564,100,66.66666666666666,100,100
26.883344025919424,25,25,33.33333333333333,50,100
36.47432748329975,43.740610916374564,43.759389083625436,100,50,66.66666666666666
43.02287489780001,100,0,66.66666666666666,0,66.66666666666666
43.584798106742674,25,50,66.66666666666666,100,33.33333333333333
34.84321006287567,0,25,66.66666666666666,43.75781836377283,33.33333333333333
39.56637329697674,50,25,100,50,100
51.4445171027559,0,100,66.66666666666666,100,66.66666666666666
46.60966804198589,100,50,66.66666666666666,25,66.66666666666666
25.962034237960808,25,43.759389083625436,66.66666666666666,0,33.33333333333333
27.592459302838584,43.740610916374564,43.759389083625436,66.66666666666666,25,66.66666666666666
39.493254740144934,25,0,66.66666666666666,100,100
38.06553201448046,100,0,66.66666666666666,0,66.66666666666666
47.16518768694492,25,100,33.33333333333333,50,66.66666666666666
25.72440870335029,25,43.759389083625436,33.33333333333333,50,33.33333333333333
38.39765468919966,50,43.759389083625436,66.66666666666666,50,66.66666666666666
74.62153557739344,100,100,33.33333333333333,43.75781836377283,33.33333333333333
53.76490667015386,100,0,66.66666666666666,100,33.33333333333333
25.22773596597566,25,43.759389083625436,33.33333333333333,43.75781836377283,66.66666666666666
36.47721030655476,25,25,66.66666666666666,43.75781836377283,66.66666666666666
52.34706095589622,100,43.759389083625436,66.66666666666666,43.75781836377283,33.33333333333333
20.102632303145928,25,43.759389083625436,66.66666666666666,0,66.66666666666666
82.61975717342229,100,100,66.66666666666666,25,66.66666666666666
46.2826391980179,43.740610916374564,100,33.33333333333333,43.75781836377283,33.33333333333333
5.671611053292356,25,25,33.33333333333333,0,66.66666666666666
21.066059261740513,0,50,100,0,100
18.966771966064623,25,50,66.66666666666666,50,100
17.849263866665368,0,43.759389083625436,66.66666666666666,50,100
37.88461612600314,50,100,66.66666666666666,0,100
40.8771007748163,0,100,100,100,33.33333333333333
24.019651515472773,0,50,100,100,33.33333333333333
34.084776018906304,50,25,66.66666666666666,43.75781836377283,66.66666666666666
44.27584481509854,25,100,66.66666666666666,100,100
65.47747550088647,100,25,100,50,33.33333333333333
64.89743622032661,100,50,100,100,66.66666666666666
33.763887456984115,50,43.759389083625436,66.66666666666666,25,66.66666666666666
14.464329108019129,0,43.759389083625436,100,50,66.66666666666666
40.46939752458857,50,0,33.33333333333333,100,66.66666666666666
65.19698407835001,100,43.759389083625436,33.33333333333333,25,66.66666666666666
50.477726138607004,0,100,66.66666666666666,25,66.66666666666666
16.683180654475308,0,25,66.66666666666666,0,66.66666666666666
34.51694810825862,50,25,66.66666666666666,50,66.66666666666666
39.04132504653105,43.740610916374564,43.759389083625436,66.66666666666666,50,66.66666666666666
45.66047092867163,100,0,66.66666666666666,0,66.66666666666666
35.7608640932101,25,0,33.33333333333333,50,33.33333333333333
36.33351439995021,25,50,33.33333333333333,50,33.33333333333333
27.088507329754936,0,43.759389083625436,100,25,33.33333333333333
50.92314793328927,100,25,66.66666666666666,50,66.66666666666666
60.75202552047672,25,100,33.33333333333333,43.75781836377283,33.33333333333333
14.12531829271606,43.740610916374564,43.759389083625436,100,25,66.66666666666666
32.26952447282526,25,0,33.33333333333333,43.75781836377283,66.66666666666666
30.667481624150387,0,43.759389083625436,66.66666666666666,100,33.33333333333333
19.589175835910257,25,43.759389083625436,100,25,66.66666666666666
62.28839475182831,50,100,66.66666666666666,25,66.66666666666666
30.76045669894434,43.740610916374564,50,33.33333333333333,25,33.33333333333333
20.276316638239198,0,100,66.66666666666666,25,100
29.058070566568357,50,25,100,0,66.66666666666666
34.924232712299165,0,100,33.33333333333333,43.75781836377283,66.66666666666666
6.096853289776309,43.740610916374564,0,100,25,33.33333333333333
34.640118518953365,50,25,33.33333333333333,25,100
30.4219765450221,0,43.759389083625436,66.66666666666666,50,66.66666666666666
26.440949722358365,50,50,66.66666666666666,25,66.66666666666666
3.728148560473338,50,0,100,0,66.66666666666666
63.39741445141421,100,43.759389083625436,100,50,66.66666666666666
52.47498064470592,100,50,66.66666666666666,50,33.33333333333333
60.49550536754444,50,100,100,43.75781836377283,66.66666666666666
25.336174576233564,43.740610916374564,0,100,100,33.33333333333333
31.386302139071034,50,25,33.33333333333333,43.75781836377283,66.66666666666666
25.3160030961512,0,100,100,0,66.66666666666666
77.93578340816396,100,100,66.66666666666666,100,66.66666666666666
70.9921389788023,100,43.759389083625436,66.66666666666666,43.75781836377283,33.33333333333333
25.800422907982394,25,25,66.66666666666666,50,66.66666666666666
32.01504466198671,50,43.759389083625436,100,100,100
34.42523965784747,50,50,100,0,66.66666666666666
21.740866528532955,25,43.759389083625436,100,43.75781836377283,33.33333333333333
48.71712518557086,25,100,66.66666666666666,0,33.33333333333333
44.39916580739797,100,25,100,25,66.66666666666666
25.333416254248615,25,50,33.33333333333333,43.75781836377283,66.66666666666666
25.752945372051386,25,43.759389083625436,100,100,100
0,0,0,100,0,66.66666666666666
23.735201426742943,0,0,33.33333333333333,25,33.33333333333333
67.56759986424215,100,100,66.66666666666666,25,66.66666666666666
11.693290644418115,0,50,66.66666666666666,43.75781836377283,100
48.16292070359083,43.740610916374564,43.759389083625436,66.66666666666666,50,66.66666666666666
48.18625045034202,0,100,100,100,33.33333333333333
23.516073944545667,50,50,66.66666666666666,43.75781836377283,66.66666666666666
69.59290785917493,100,0,66.66666666666666,100,66.66666666666666
35.31330715270527,0,43.759389083625436,66.66666666666666,100,100
46.437109081760816,100,25,33.33333333333333,25,66.66666666666666
30.751448152447907,0,43.759389083625436,100,50,66.66666666666666
14.614380122355396,43.740610916374564,25,66.66666666666666,43.75781836377283,66.66666666666666
21.68358879690836,50,43.759389083625436,100,50,66.66666666666666
56.334339104608915,100,50,66.66666666666666,50,66.66666666666666
21.583603883358208,0,25,66.66666666666666,100,66.66666666666666
13.560706242741265,0,25,33.33333333333333,25,66.66666666666666
49.06088958490536,25,100,33.33333333333333,25,66.66666666666666
25.445731763923874,43.740610916374564,50,100,50,66.66666666666666
28.40443325443284,25,100,66.66666666666666,0,33.33333333333333
71.61750307508032,100,25,33.33333333333333,50,66.66666666666666
7.066210827222399,0,0,33.33333333333333,25,66.66666666666666
40.86198379747276,0,100,33.33333333333333,0,100
4.709613171636209,0,0,66.66666666666666,25,66.66666666666666
25.973337619213353,43.740610916374564,50,33.33333333333333,50,100
22.702546094428946,50,43.759389083625436,66.66666666666666,0,66.66666666666666
19.765814306292143,50,50,66.66666666666666,25,33.33333333333333
71.8207450805183,100,50,66.66666666666666,43.75781836377283,66.66666666666666
86.75469405521532,100,50,33.33333333333333,100,100
40.59680488582937,25,43.759389083625436,66.66666666666666,43.75781836377283,33.33333333333333
17.036802654703056,0,50,66.66666666666666,43.75781836377283,66.66666666666666
18.24866751687627,0,0,66.66666666666666,25,33.33333333333333
38.55091861944779,50,25,33.33333333333333,43.75781836377283,100
34.89370924389215,25,43.759389083625436,66.66666666666666,50,33.33333333333333
30.324414195857305,25,0,66.66666666666666,25,33.33333333333333
46.16262043674575,50,50,66.66666666666666,100,66.66666666666666
31.466725003658503,43.740610916374564,43.759389083625436,66.66666666666666,43.75781836377283,66.66666666666666
24.316858688042405,43.740610916374564,50,33.33333333333333,25,100
53.7979097439366,25,100,66.66666666666666,50,100
19.103357254938068,25,0,66.66666666666666,0,33.33333333333333
46.60889267282174,100,50,66.66666666666666,0,66.66666666666666
55.712300765388875,50,100,33.33333333333333,100,33.33333333333333
44.21201019539188,25,50,33.33333333333333,50,66.66666666666666
37.99530832476202,50,43.759389083625436,100,100,66.66666666666666
28.37699962060557,0,50,100,100,66.66666666666666
19.100924523963936,50,43.759389083625436,66.66666666666666,43.75781836377283,100
7.691242143892525,50,0,100,0,66.66666666666666
5.704266051559321,0,43.759389083625436,66.66666666666666,25,100
36.50775778403891,50,0,66.66666666666666,50,66.66666666666666
30.51370798938208,43.740610916374564,0,100,50,100
28.177121226484246,100,0,66.66666666666666,0,100
54.18689013273608,100,25,100,0,66.66666666666666
51.74984519339525,25,100,33.33333333333333,43.75781836377283,33.33333333333333
21.209407662337888,0,50,66.66666666666666,0,66.66666666666666
18.76120441926759,50,0,33.33333333333333,25,33.33333333333333
35.02369044118321,100,25,100,43.75781836377283,66.66666666666666
17.981928523536197,50,0,66.66666666666666,25,33.33333333333333
1.1331306990602652,25,0,33.33333333333333,0,66.66666666666666
22.958980630635413,0,25,33.33333333333333,43.75781836377283,100
19.232300788651404,25,0,100,25,66.66666666666666
27.380039161287108,43.740610916374564,43.759389083625436,100,100,66.66666666666666
4.4143016850736725,25,43.759389083625436,66.66666666666666,0,100
0,0,25,100,0,66.66666666666666
18.72487773684969,50,0,100,50,100
41.645390846907844,50,43.759389083625436,66.66666666666666,43.75781836377283,66.66666666666666
11.981887330000893,25,25,66.66666666666666,50,66.66666666666666
54.45534719455301,43.740610916374564,100,66.66666666666666,50,100
11.332256277005632,25,0,100,100,66.66666666666666
37.24109104201214,100,25,33.33333333333333,0,66.66666666666666
40.73817482927943,50,100,100,0,66.66666666666666
17.48743701246383,0,25,66.66666666666666,0,66.66666666666666
72.87884079384654,50,100,66.66666666666666,100,66.66666666666666
20.675952721507976,50,43.759389083625436,66.66666666666666,43.75781836377283,66.66666666666666
29.066166108124616,25,0,100,100,66.66666666666666
16.186035714931016,50,0,100,43.75781836377283,100
50.60718683214106,25,43.759389083625436,33.33333333333333,100,100
37.086268887638006,25,25,33.33333333333333,25,100
14.22255385530816,0,43.759389083625436,33.33333333333333,25,66.66666666666666
53.86066237791218,100,0,100,43.75781836377283,66.66666666666666
29.07131484348878,43.740610916374564,50,66.66666666666666,50,66.66666666666666
45.02380532366075,50,50,66.66666666666666,25,66.66666666666666
12.61601943685779,50,43.759389083625436,66.66666666666666,0,100
31.09602768292554,25,25,66.66666666666666,25,66.66666666666666
6.322241768007771,25,0,33.33333333333333,0,66.66666666666666
60.81147814606414,100,50,66.66666666666666,50,66.66666666666666
45.454285623932606,100,50,66.66666666666666,0,33.33333333333333
22.18615859039409,43.740610916374564,25,66.66666666666666,43.75781836377283,66.66666666666666
27.18727542187534,25,43.759389083625436,100,50,66.66666666666666
46.16319964754686,0,43.759389083625436,66.66666666666666,100,100
55.23134141328974,50,43.759389083625436,33.33333333333333,100,66.66666666666666
30.419775347737563,43.740610916374564,0,66.66666666666666,43.75781836377283,66.66666666666666
31.29212488193821,43.740610916374564,43.759389083625436,33.33333333333333,25,33.33333333333333
34.89328102747293,50,43.759389083625436,100,50,66.66666666666666
29.64454133645129,100,0,66.66666666666666,0,100
51.474714186086274,43.740610916374564,25,66.66666666666666,100,100
29.48496136833108,43.740610916374564,43.759389083625436,66.66666666666666,50,66.66666666666666
67.90881649979315,100,50,100,43.75781836377283,66.66666666666666
43.32534076067139,100,25,66.66666666666666,0,33.33333333333333
23.30422696628101,25,50,66.66666666666666,0,66.66666666666666
34.801198331033646,0,0,100,100,100
14.243463176663042,50,43.759389083625436,66.66666666666666,0,33.33333333333333
8.591066139990561,50,0,66.66666666666666,0,66.66666666666666
21.22105564504898,50,50,66.66666666666666,25,66.66666666666666
31.025676308096273,25,0,33.33333333333333,0,66.66666666666666
43.774564875321644,50,43.759389083625436,66.66666666666666,43.75781836377283,33.33333333333333
25.111258197242574,25,43.759389083625436,66.66666666666666,50,33.33333333333333
32.579055411520585,43.740610916374564,25,33.33333333333333,50,66.66666666666666
18.93054517125449,50,0,66.66666666666666,43.75781836377283,66.66666666666666
34.081456385779894,100,0,66.66666666666666,25,33.33333333333333
64.74189690332787,100,100,100,25,66.66666666666666
50.230179793680726,50,100,66.66666666666666,25,66.66666666666666
26.21482091277252,43.740610916374564,0,66.66666666666666,100,66.66666666666666
59.98534815281107,43.740610916374564,100,33.33333333333333,50,100
28.205899862374352,43.740610916374564,0,33.33333333333333,50,100
38.69348682474881,43.740610916374564,50,33.33333333333333,43.75781836377283,66.66666666666666
63.11269263766587,100,50,100,50,66.66666666666666
33.79526881470184,25,25,66.66666666666666,43.75781836377283,66.66666666666666
45.11658391254356,50,100,66.66666666666666,0,33.33333333333333
26.94530503919801,0,100,66.66666666666666,50,100
48.15467188104701,43.740610916374564,43.759389083625436,33.33333333333333,50,66.66666666666666
21.559944273020307,50,25,66.66666666666666,0,66.66666666666666
68.845981400729,100,100,33.33333333333333,43.75781836377283,66.66666666666666
4.338067971554578,0,50,100,25,66.66666666666666
15.923596120074379,0,43.759389083625436,66.66666666666666,0,66.66666666666666
23.82297922582949,43.740610916374564,43.759389083625436,66.66666666666666,50,66.66666666666666
40.05156421767361,43.740610916374564,25,33.33333333333333,100,66.66666666666666
49.31217070169451,100,50,100,50,66.66666666666666
27.934507756770834,25,43.759389083625436,100,43.75781836377283,100
24.144048350386914,25,0,66.66666666666666,43.75781836377283,33.33333333333333
66.22879939178233,100,25,33.33333333333333,0,33.33333333333333
31.910461862595493,43.740610916374564,50,33.33333333333333,50,100
42.269645265129185,100,43.759389083625436,66.66666666666666,50,100
23.93762315848353,43.740610916374564,43.759389083625436,66.66666666666666,43.75781836377283,66.66666666666666
16.728150866338403,25,43.759389083625436,100,50,66.66666666666666
39.9487120029864,43.740610916374564,43.759389083625436,100,50,66.66666666666666
15.41226929323952,0,50,66.66666666666666,50,66.66666666666666
29.121672760669604,50,0,33.33333333333333,0,33.33333333333333
42.767270869342575,100,0,100,25,66.66666666666666
28.680689746272293,0,100,33.33333333333333,0,33.33333333333333
12.150911853877654,0,25,100,0,66.66666666666666
51.46988994012803,25,100,66.66666666666666,50,66.66666666666666
54.60801686460711,50,100,66.66666666666666,43.75781836377283,66.66666666666666
51.55826122303185,43.740610916374564,43.759389083625436,66.66666666666666,100,66.66666666666666
57.59176648301848,100,50,100,0,66.66666666666666
34.19946091399082,43.740610916374564,50,66.66666666666666,43.75781836377283,66.66666666666666
39.981096509317425,43.740610916374564,50,33.33333333333333,100,66.66666666666666
31.008865677993256,0,50,33.33333333333333,0,66.66666666666666
0,0,25,66.66666666666666,0,66.66666666666666
24.477155413211705,43.740610916374564,0,33.33333333333333,0,66.66666666666666
39.13791971490309,0,50,33.33333333333333,25,66.66666666666666
21.609450255653222,0,43.759389083625436,66.66666666666666,50,66.66666666666666
57.04450844054245,100,25,33.33333333333333,0,100
66.74384954882359,50,100,66.66666666666666,50,66.66666666666666
28.417092920874875,43.740610916374564,50,66.66666666666666,25,66.66666666666666
27.95586922800328,43.740610916374564,0,100,43.75781836377283,66.66666666666666
15.21956179980767,0,25,66.66666666666666,0,66.66666666666666
28.683541695631963,50,0,33.33333333333333,0,100
10.542237116140084,25,0,66.66666666666666,0,66.66666666666666
30.861304007509734,0,25,66.66666666666666,100,66.66666666666666
23.29546921666021,0,25,66.66666666666666,0,33.33333333333333
31.32471259767606,25,25,66.66666666666666,100,66.66666666666666
38.238858954862145,50,50,100,50,33.33333333333333
42.452939363408255,43.740610916374564,25,66.66666666666666,100,66.66666666666666
21.141805584182105,43.740610916374564,0,33.33333333333333,50,66.66666666666666
56.40608169277895,100,25,100,100,66.66666666666666
50.097323341170714,43.740610916374564,100,66.66666666666666,50,100
51.062004853953496,50,43.759389083625436,33.33333333333333,50,33.33333333333333
72.6024049209514,100,43.759389083625436,66.66666666666666,50,66.66666666666666
29.382664311639683,0,25,66.66666666666666,25,33.33333333333333
49.56284988266583,43.740610916374564,43.759389083625436,33.33333333333333,50,66.66666666666666
0,0,0,66.66666666666666,25,66.66666666666666
35.95583821160394,25,25,66.66666666666666,100,33.33333333333333
47.05097456963804,50,100,66.66666666666666,0,66.66666666666666
27.370762270668056,0,25,100,100,33.33333333333333
18.878267709773198,25,25,100,50,100
7.896567553407021,50,0,100,0,66.66666666666666
61.14551587143379,100,43.759389083625436,33.33333333333333,43.75781836377283,66.66666666666666
